Month,Coal Production (Quadrillion Btu),Natural Gas Production,Crude Oil Production,Total Fossil Fuels Production,Nominal Natural Gas,Real Natural Gas,Nominal Crude Oil ($/barrel),Real Crude Oil ($/barrel),Nominal Coal,Real Coal,Consumer Price Index ,Coal Consumption (Quadrillion Btu),Natural Gas Consumption,Crude Oil Consumption
1990 January,1.978864,1.84667,1.356802,5.182336,5.43,10.92,20.51,41.25445745,38.0000000000000,76.44705882,1.275,1.651617,2.214586,2.85312
1990 February,1.792179,1.650498,1.217552,4.660229,5.65,11.32,19.78,39.63069805,38.0000000000000,76.1484375,1.280,1.465526,1.907248,2.600579
1990 March,2.001389,1.753415,1.336515,5.091319,5.60,11.17,18.94,37.7706458,38.0000000000000,75.79315708,1.286,1.528733,1.87065,2.857607
1990 April,1.817216,1.661925,1.288848,4.767989,5.64,11.22,16.66,33.14648526,38.0000000000000,75.61675718,1.289,1.449803,1.668133,2.717778
1990 May,1.890398,1.685536,1.317636,4.89357,6.00,11.92,16.07,31.92309857,40.5000000000000,80.46669249,1.291,1.477073,1.452612,2.841449
1990 June,1.848615,1.633115,1.236416,4.718147,6.56,12.95,15.15,29.91017032,40.5000000000000,79.97113164,1.299,1.604918,1.350899,2.810411
1990 July,1.744221,1.66651,1.289753,4.700484,7.04,13.83,16.54,32.50426858,40.5000000000000,79.60344828,1.305,1.740572,1.341798,2.880305
1990 August,2.007104,1.682955,1.310137,5.000195,7.08,13.80,24.26,47.27704369,40.5000000000000,78.93806991,1.316,1.776442,1.372602,3.045026
1990 September,1.816545,1.6165,1.256945,4.689989,6.90,13.36,29.88,57.83358566,40.5000000000000,78.40188679,1.325,1.639972,1.333192,2.681366
1990 October,2.041296,1.75632,1.356032,5.153647,6.14,11.80,32.88,63.21081409,40.5000000000000,77.87293853,1.334,1.604968,1.458073,2.824351
1990 November,1.895815,1.749751,1.285266,4.930831,5.69,10.91,30.19,57.9091393,40.5000000000000,77.69820494,1.337,1.535479,1.609279,2.693173
1990 December,1.653907,1.797675,1.319286,4.770867,5.62,10.74,25.56,48.8454076,40.5000000000000,77.40871833,1.342,1.697532,2.024196,2.746459
1991 January,1.874105,1.852575,1.348488,5.075167,5.54,10.55,22.3,42.45732925,40.5000000000000,77.12138085,1.347,1.748968,2.389278,2.796122
1991 February,1.803532,1.639805,1.240248,4.683585,5.56,10.58,18.3,34.81581788,40.5000000000000,77.06416914,1.348,1.460729,1.987785,2.447146
1991 March,1.855883,1.779209,1.356772,4.991864,5.60,10.65,17.58,33.44601521,39.5000000000000,75.16135015,1.348,1.480065,1.921539,2.702825
1991 April,1.7296,1.696277,1.306483,4.732359,5.90,11.20,18.32,34.77647224,39.5000000000000,74.99444856,1.351,1.37316,1.620823,2.612167
1991 May,1.741999,1.692375,1.332085,4.766459,6.28,11.88,18.36,34.72389159,39.5000000000000,74.71792035,1.356,1.497435,1.416318,2.708653
1991 June,1.677008,1.612635,1.273737,4.56338,6.97,13.14,17.78,33.52804669,39.5000000000000,74.49816176,1.360,1.596278,1.277489,2.744626
1991 July,1.741691,1.632338,1.320983,4.695011,7.23,13.61,18.14,34.15667438,39.5000000000000,74.38876652,1.362,1.738203,1.377051,2.841337
1991 August,1.940527,1.638755,1.315446,4.894729,7.36,13.82,18.71,35.12679228,39.5000000000000,74.17093704,1.366,1.737679,1.367091,2.881249
1991 September,1.780638,1.625334,1.281968,4.68794,6.92,12.95,19,35.56709854,39.5000000000000,73.95437956,1.370,1.576469,1.311041,2.728146
1991 October,1.972528,1.753467,1.337233,5.063228,6.20,11.59,19.86,37.12278389,39.5000000000000,73.84657434,1.372,1.540673,1.502664,2.845258
1991 November,1.78559,1.767395,1.275033,4.828018,5.51,10.25,19.35,36.01199292,39.5000000000000,73.52503628,1.378,1.588175,1.770822,2.691548
1991 December,1.733324,1.844312,1.312351,4.889987,5.51,10.22,17.17,31.86233918,39.5000000000000,73.31222865,1.382,1.653837,2.091062,2.846967
1992 January,1.912575,1.832274,1.323432,5.068281,5.53,10.25,16.1,29.85513919,39.5000000000000,73.25921909,1.383,1.674804,2.336323,2.826335
1992 February,1.785995,1.627402,1.242762,4.656159,5.54,10.25,16,29.60548341,39.5000000000000,73.10064935,1.386,1.496093,2.123792,2.616678
1992 March,1.867112,1.719182,1.321231,4.907525,5.50,10.14,16.36,30.16279439,39.5000000000000,72.83788641,1.391,1.55524,2.025,2.802972
1992 April,1.792628,1.683968,1.268896,4.745491,5.62,10.34,17.37,31.95600269,39.5000000000000,72.68113343,1.394,1.452659,1.783748,2.712648
1992 May,1.745108,1.728978,1.288914,4.763,6.15,11.29,18.79,34.49417627,39.5000000000000,72.52505369,1.397,1.487696,1.511315,2.762212
1992 June,1.740723,1.681894,1.247112,4.669729,6.84,12.52,19.83,36.29944486,39.5000000000000,72.31798715,1.401,1.560214,1.361629,2.75394
1992 July,1.759429,1.733984,1.282172,4.775585,7.27,13.27,19.74,36.03182242,39.5000000000000,72.11209964,1.405,1.780586,1.427258,2.871161
1992 August,1.838808,1.688004,1.244538,4.771349,7.45,13.57,19.25,35.06254883,39.5000000000000,71.9584517,1.408,1.708952,1.369896,2.838351
1992 September,1.819368,1.669969,1.223241,4.712578,7.15,13.00,19.26,35.00617612,39.5000000000000,71.80545712,1.411,1.604886,1.34719,2.732485
1992 October,1.87785,1.78171,1.28121,4.940771,6.52,11.80,19.34,35.00273853,37.2500000000000,67.42854622,1.417,1.551277,1.453742,2.906158
1992 November,1.747036,1.759144,1.222198,4.728378,6.02,10.86,18.4,33.20772695,35.0000000000000,63.1773399,1.421,1.549587,1.759472,2.735062
1992 December,1.807501,1.831553,1.277158,4.916212,5.74,10.34,16.94,30.52979656,35.0000000000000,63.08854533,1.423,1.700478,2.214271,2.966968
1993 January,1.74178,1.817864,1.251589,4.811233,5.73,10.29,16.8,30.17147059,35.0000000000000,62.86764706,1.428,1.694732,2.365892,2.655996
1993 February,1.654312,1.638872,1.127477,4.420661,5.73,10.27,17.41,31.20143309,31.0000000000000,55.56603774,1.431,1.571442,2.246705,2.58257
1993 March,1.838782,1.803372,1.253948,4.896102,5.67,10.15,17.82,31.89164445,31.0000000000000,55.48848569,1.433,1.642407,2.224915,2.906633
1993 April,1.699961,1.715449,1.197348,4.612757,6.02,10.74,18.35,32.72597444,31.0000000000000,55.29554937,1.438,1.47171,1.749112,2.698037
1993 May,1.585486,1.739224,1.231076,4.555786,6.78,12.06,17.89,31.81709206,31.0000000000000,55.14216366,1.442,1.477777,1.358354,2.744078
1993 June,1.741009,1.68334,1.182282,4.606631,7.37,13.10,16.8,29.85783784,31.0000000000000,55.1039501,1.443,1.65183,1.371653,2.757889
1993 July,1.524709,1.720314,1.202568,4.447592,7.86,13.95,15.81,28.05946765,31.0000000000000,55.02768166,1.445,1.879354,1.453512,2.887725
1993 August,1.641951,1.739366,1.215054,4.596371,8.13,14.40,15.64,27.70024378,31.0000000000000,54.91367403,1.448,1.861654,1.477754,2.890561
1993 September,1.721717,1.700957,1.167812,4.590486,7.75,13.71,15.32,27.09606138,31.0000000000000,54.83793103,1.450,1.613322,1.360318,2.849849
1993 October,1.746732,1.794921,1.229617,4.771271,6.79,11.96,15.59,27.45997545,31.0000000000000,54.61195055,1.456,1.598503,1.568985,2.868884
1993 November,1.714418,1.781594,1.202624,4.698636,6.17,10.84,14.05,24.67964298,31.0000000000000,54.46232877,1.460,1.616403,1.84491,2.83746
1993 December,1.724796,1.856766,1.232993,4.814556,6.07,10.64,12.56,22.01713055,31.0000000000000,54.35064935,1.463,1.756016,2.20689,2.96662
1994 January,1.653429,1.849758,1.225657,4.728844,5.93,10.40,12.93,22.66572437,31.0000000000000,54.35064935,1.463,1.850167,2.615894,2.965358
1994 February,1.759371,1.66078,1.099501,4.519652,6.04,10.56,12.9,22.55147751,31.0000000000000,54.20245399,1.467,1.609522,2.384642,2.741853
1994 March,2.069239,1.861219,1.212863,5.143321,6.30,10.98,13.18,22.97831305,29.5000000000000,51.43949694,1.471,1.625221,2.11993,2.860374
1994 April,1.887272,1.773493,1.150506,4.811271,6.60,11.50,14.54,25.33214708,29.5000000000000,51.40455163,1.472,1.476662,1.709439,2.812543
1994 May,1.771421,1.839111,1.202537,4.813069,6.84,11.89,15.74,27.36705797,31.4000000000000,54.6040678,1.475,1.542882,1.467024,2.861555
1994 June,1.86076,1.760202,1.150243,4.771205,7.66,13.28,17.04,29.54723327,33.6000000000000,58.27180527,1.479,1.756627,1.480278,2.874386
1994 July,1.67204,1.825423,1.168858,4.666321,8.10,14.00,17.52,30.27719272,33.1000000000000,57.21125337,1.484,1.833751,1.488112,2.898595
1994 August,2.026723,1.833309,1.176639,5.03667,8.22,14.15,16.66,28.67504664,33.1000000000000,56.98087248,1.490,1.815447,1.520623,3.009022
1994 September,1.906248,1.747898,1.149932,4.804077,7.84,13.47,15.91,27.3291281,33.1000000000000,56.86637642,1.493,1.613611,1.440152,2.80219
1994 October,1.837246,1.809341,1.197106,4.843693,6.86,11.78,16.27,27.92880539,33.1000000000000,56.82831325,1.494,1.579331,1.54791,2.920413
1994 November,1.862961,1.855357,1.15333,4.871648,6.27,10.73,16.46,28.17950901,33.1000000000000,56.67656876,1.498,1.531004,1.787308,2.758432
1994 December,1.895373,1.923102,1.215393,5.033869,6.06,10.35,15.78,26.96135476,36.1000000000000,61.68987342,1.501,1.675238,2.166757,3.005643
1995 January,1.90566,1.850481,1.201456,4.957597,5.85,9.97,16.56,28.21884518,37.1000000000000,63.23023256,1.505,1.734081,2.483351,2.813773
1995 February,1.809241,1.652104,1.103419,4.564764,5.76,9.79,17.21,29.24873144,37.6000000000000,63.91252485,1.509,1.564076,2.277657,2.718074
1995 March,2.005865,1.832607,1.186754,5.025225,5.84,9.91,17.21,29.19069825,38.3500000000000,65.05803571,1.512,1.56238,2.188573,2.880142
1995 April,1.727368,1.773557,1.149047,4.649971,6.06,10.24,18.7,31.59259058,37.1000000000000,62.68873518,1.518,1.451528,1.86057,2.729962
1995 May,1.796349,1.823521,1.191951,4.811821,6.54,11.03,18.56,31.29422222,38.7700000000000,65.38136095,1.521,1.525782,1.65096,2.855716
1995 June,1.817216,1.750574,1.144681,4.712472,7.49,12.60,17.43,29.33106447,40.7700000000000,68.61879921,1.524,1.666155,1.488465,2.912833
1995 July,1.717688,1.809885,1.159489,4.687062,7.82,13.14,16.5,27.72967726,41.0500000000000,68.99950852,1.526,1.892732,1.62458,2.844166
1995 August,1.901985,1.796352,1.159108,4.857445,8.13,13.64,16.54,27.74236135,40.8800000000000,68.57894048,1.529,1.984136,1.695992,2.994629
1995 September,1.90734,1.746549,1.116407,4.770296,7.73,12.95,16.71,27.99088717,40.9300000000000,68.57312214,1.531,1.663762,1.491992,2.88233
1995 October,1.939535,1.781993,1.154518,4.876046,6.62,11.06,16.29,27.21623893,40.9700000000000,68.46127036,1.535,1.615666,1.561282,2.906783
1995 November,1.858777,1.825542,1.145844,4.830162,5.61,9.36,16.52,27.56459271,39.5900000000000,66.06919323,1.537,1.642728,1.956143,2.8511
1995 December,1.742527,1.880664,1.174082,4.797274,5.54,9.23,17.53,29.2118257,39.3500000000000,65.58333333,1.539,1.785701,2.391574,3.01172
1996 January,1.796439,1.831059,1.167854,4.795352,5.64,9.35,17.48,28.97787395,39.3700000000000,65.27734324,1.547,1.846331,2.657495,2.996585
1996 February,1.810845,1.724523,1.106217,4.641585,5.82,9.63,17.77,29.40161145,39.2800000000000,65.00206452,1.550,1.674298,2.40481,2.856569
1996 March,1.95751,1.84387,1.181548,4.982929,5.93,9.78,19.9,32.81996302,39.0100000000000,64.34768489,1.555,1.676263,2.281463,3.012352
1996 April,1.907983,1.816958,1.12124,4.846181,6.27,10.30,21.33,35.04316768,39.3300000000000,64.62616912,1.561,1.51701,1.897379,2.854141
1996 May,1.917099,1.848488,1.149605,4.915192,6.84,11.22,20.12,32.99184719,38.2000000000000,62.64897698,1.564,1.624761,1.680076,2.971042
1996 June,1.815968,1.800671,1.123728,4.740367,7.83,12.81,19.32,31.61939311,38.2000000000000,62.52903638,1.567,1.754707,1.566541,2.904633
1996 July,1.912976,1.845332,1.139531,4.897839,8.64,14.11,19.6,32.01635032,38.4000000000000,62.73630573,1.570,1.903677,1.569717,3.022548
1996 August,2.037281,1.853613,1.143541,5.034435,8.73,14.24,20.53,33.49282745,38.3500000000000,62.57490458,1.572,1.92362,1.602561,3.093404
1996 September,1.880233,1.791567,1.127843,4.799643,7.99,12.99,22.04,35.84225301,38.1000000000000,61.96987952,1.577,1.719606,1.505677,2.826485
1996 October,2.029051,1.841835,1.165261,5.036147,7.05,11.43,23.22,37.64186568,37.6000000000000,60.96333755,1.582,1.722898,1.617748,3.171208
1996 November,1.861906,1.818113,1.126755,4.806773,6.37,10.29,22.66,36.61831727,35.7000000000000,57.70037807,1.587,1.770365,1.969258,2.940078
1996 December,1.862858,1.858149,1.169773,4.89078,6.47,10.43,23.22,37.42893243,35.3500000000000,56.99104337,1.591,1.868379,2.331923,3.005668
1997 January,1.98574,1.87429,1.151101,5.011131,6.74,10.84,23.02,37.03671048,35.2300000000000,56.69068381,1.594,1.931005,2.595436,3.043314
1997 February,1.890863,1.706547,1.057921,4.655331,6.79,10.90,20.88,33.53057358,34.6000000000000,55.57232311,1.597,1.642436,2.323114,2.721845
1997 March,1.98411,1.895135,1.160078,5.039323,6.52,10.46,19.16,30.74922215,34.5000000000000,55.37703379,1.598,1.674451,2.202891,2.943377
1997 April,1.890446,1.803662,1.120785,4.814894,6.53,10.47,17.83,28.59685569,35.4000000000000,56.78611632,1.599,1.595009,1.881259,2.963868
1997 May,2.025991,1.871285,1.164072,5.061348,6.83,10.95,18.55,29.75163618,35.7300000000000,57.31547842,1.599,1.629447,1.683297,3.024986
1997 June,1.859166,1.777197,1.120859,4.757222,8.30,13.29,17.35,27.77489154,34.5000000000000,55.23876404,1.602,1.744437,1.569908,2.988351
1997 July,1.908692,1.844384,1.152409,4.905484,8.78,14.04,17.49,27.96410022,35.0000000000000,55.96945137,1.604,1.988514,1.706443,3.16903
1997 August,1.920083,1.842472,1.14126,4.903815,8.99,14.34,17.96,28.64413371,36.9300000000000,58.90886194,1.608,1.941613,1.671787,3.071275
1997 September,1.982762,1.799719,1.128533,4.911015,8.84,14.06,17.85,28.39805444,37.1500000000000,59.11274814,1.612,1.806164,1.571904,2.96591
1997 October,2.031691,1.856429,1.162794,5.050914,7.69,12.21,18.73,29.74271811,37.1500000000000,59.00294118,1.615,1.812595,1.631616,3.149459
1997 November,1.791105,1.788492,1.123915,4.703512,6.86,10.88,17.88,28.35782375,33.6000000000000,53.2987013,1.617,1.759272,1.970957,2.949792
1997 December,2.038965,1.829444,1.174293,5.042702,6.54,10.37,15.95,25.2811936,31.4000000000000,49.77812114,1.618,1.920468,2.414106,3.13802
1998 January,2.109645,1.921236,1.175987,5.206867,6.41,10.15,14.33,22.68540725,31.4000000000000,49.71666667,1.620,1.891535,2.508274,3.001769
1998 February,1.875506,1.718372,1.051663,4.64554,6.41,10.15,13.32,21.08650556,33.4400000000000,52.94666667,1.620,1.660188,2.197926,2.713841
1998 March,2.069152,1.915986,1.152106,5.137244,6.29,9.96,12.34,19.53509599,31.8800000000000,50.47666667,1.620,1.722384,2.232614,3.060346
1998 April,1.980508,1.852406,1.127999,4.960912,6.81,10.77,12.81,20.25413425,31.1800000000000,49.30745993,1.622,1.602345,1.803886,3.048996
1998 May,1.952215,1.916111,1.141174,5.009501,7.70,12.14,12.61,19.8888627,30.2800000000000,47.76642066,1.626,1.737653,1.634215,3.049723
1998 June,1.989483,1.82886,1.090504,4.908847,8.51,13.41,11.61,18.28913744,30.0000000000000,47.26658477,1.628,1.865706,1.630555,3.085113
1998 July,1.958933,1.846668,1.11375,4.919351,8.53,13.40,11.55,18.15002528,30.0000000000000,47.15073529,1.632,2.042377,1.768645,3.240429
1998 August,1.972738,1.874061,1.115235,4.962034,9.25,14.52,11.34,17.79821328,26.2000000000000,41.12790698,1.634,2.039581,1.782247,3.213684
1998 September,2.062224,1.712711,1.007323,4.782258,8.96,14.05,12.77,20.03035031,27.0900000000000,42.49899083,1.635,1.841326,1.636834,3.038927
1998 October,2.090703,1.842486,1.104433,5.037623,7.60,11.89,12.11,18.94875122,27.1000000000000,42.41092129,1.639,1.75168,1.592778,3.167374
1998 November,1.945846,1.787606,1.068348,4.801799,6.58,10.28,10.99,17.17530728,26.1000000000000,40.79616088,1.641,1.666298,1.807508,2.972868
1998 December,2.038246,1.817252,1.086612,4.94211,6.34,9.89,9.39,14.64802874,26.1000000000000,40.72171533,1.644,1.83467,2.234747,3.188135
1999 January,1.937848,1.861441,1.072211,4.8715,6.00,9.34,10.16,15.82032908,26.1000000000000,40.64754098,1.647,1.899404,2.611701,3.115652
1999 February,1.959623,1.685248,0.9688,4.613671,6.29,9.79,10.33,16.08503931,26.1000000000000,40.64754098,1.647,1.64394,2.192185,2.839192
1999 March,2.092359,1.873139,1.057697,5.023195,6.06,9.43,12.1,18.82970722,26.1000000000000,40.62287621,1.648,1.720541,2.25963,3.206946
1999 April,1.900155,1.794189,1.024373,4.718718,6.44,9.96,14.82,22.90958499,26.1000000000000,40.35352622,1.659,1.637055,1.897575,3.052496
1999 May,1.813646,1.829001,1.056309,4.698955,7.30,11.28,15.57,24.05447756,26.1000000000000,40.32921687,1.660,1.711331,1.619282,3.09106
1999 June,1.925871,1.793088,1.002286,4.721245,8.20,12.67,15.91,24.57975196,26.1000000000000,40.32921687,1.660,1.838709,1.565126,3.171127
1999 July,1.876465,1.8493,1.04248,4.768245,8.83,13.58,18.05,27.76879349,26.1000000000000,40.15986803,1.667,2.079309,1.723955,3.267442
1999 August,1.978927,1.842574,1.039286,4.860787,9.14,14.03,19.56,30.01980072,26.1000000000000,40.06373429,1.671,2.016484,1.762724,3.329025
1999 September,1.97103,1.788236,1.009856,4.769123,8.63,13.19,21.64,33.07354172,26.1000000000000,39.8966031,1.678,1.813848,1.564501,3.104467
1999 October,1.918471,1.856617,1.069291,4.844379,7.56,11.53,21.62,32.98400446,25.6000000000000,39.06246282,1.681,1.743987,1.665213,3.259937
1999 November,1.955082,1.821319,1.037102,4.813503,7.15,10.89,23.14,35.24006265,25.1000000000000,38.23129454,1.684,1.689054,1.771239,3.030907
1999 December,1.965608,1.874199,1.071351,4.911158,6.51,9.89,24.35,36.99490595,25.1000000000000,38.14069905,1.688,1.828883,2.2761,3.333945
2000 January,1.855655,1.889615,1.040031,4.7853,6.37,9.65,25.29,38.30956985,25.1000000000000,38.0280567,1.693,2.021217,2.586507,3.087336
2000 February,1.846984,1.747183,0.984279,4.578447,6.54,9.87,27.39,41.31982897,25.1000000000000,37.87147059,1.700,1.833478,2.390781,2.997311
2000 March,2.106475,1.906518,1.064094,5.077088,6.91,10.36,27.7,41.5431155,25.1000000000000,37.65,1.710,1.799109,2.129675,3.14358
